Samples	17may15_004-r001	17may15_004-r002	17may15_005-r001	17may15_005-r002	17may15_006-r001	17may15_006-r002	17may15_007-r001	17may15_007-r002	17may15_008-r001	17may15_008-r002	17may15_009-r001	17may15_009-r002	17may15_010-r001	17may15_010-r002	17may15_011-r001	17may15_011-r002	17may15_012-r001	17may15_012-r002	17may15_013-r001	17may15_013-r002	17may15_014-r001	17may15_014-r002	17may15_015-r001	17may15_015-r002	17may15_016-r001	17may15_016-r002	17may15_017-r001	17may15_017-r002	17may15_018-r001	17may15_018-r002	17may15_019-r001	17may15_019-r002	17may15_020-r001	17may15_020-r002	17may15_021-r001	17may15_021-r002	17may15_022-r001	17may15_022-r002	17may15_023-r001	17may15_023-r002	17may15_024-r001	17may15_024-r002	17may15_025-r001	17may15_025-r002	17may15_026-r001	17may15_026-r002	17may15_027-r001	17may15_027-r002	17may15_028-r001	17may15_028-r002	17may15_029-r001	17may15_029-r002	17may15_030-r001	17may15_030-r002	17may15_031-r001	17may15_031-r002	17may15_032-r001	17may15_032-r002	17may15_033-r001	17may15_033-r002	17may15_034-r001	17may15_034-r002	17may15_035-r001	17may15_035-r002	17may15_036-r001	17may15_036-r002	17may15_037-r001	17may15_037-r002	17may15_038-r001	17may15_038-r002	17may15_039-r001	17may15_039-r002	17may15_040-r001	17may15_040-r002	18may15_004-r001	18may15_004-r002	18may15_005-r001	18may15_005-r002	18may15_006-r001	18may15_006-r002	18may15_007-r001	18may15_007-r002	18may15_008-r001	18may15_008-r002	18may15_009-r001	18may15_009-r002	18may15_010-r001	18may15_010-r002	18may15_011-r001	18may15_011-r002	18may15_012-r001	18may15_012-r002	18may15_013-r001	18may15_013-r002	18may15_014-r001	18may15_014-r002	18may15_015-r001	18may15_015-r002	18may15_016-r001	18may15_016-r002	18may15_017-r001	18may15_017-r002	18may15_018-r001	18may15_018-r002	18may15_019-r001	18may15_019-r002	18may15_020-r001	18may15_020-r002	18may15_021-r001	18may15_021-r002	18may15_022-r001	18may15_022-r002	18may15_023-r001	18may15_023-r002	18may15_024-r001	18may15_024-r002	18may15_025-r001	18may15_025-r002	18may15_026-r001	18may15_026-r002	18may15_027-r001	18may15_027-r002	18may15_028-r001	18may15_028-r002	18may15_029-r001	18may15_029-r002	18may15_030-r001	18may15_030-r002	18may15_031-r001	18may15_031-r002	18may15_032-r001	18may15_032-r002	18may15_033-r001	18may15_033-r002	18may15_034-r001	18may15_034-r002	18may15_035-r001	18may15_035-r002	18may15_038-r001	18may15_038-r002	18may15_039-r001	18may15_039-r002	18may15_040-r001	18may15_040-r002
971.5071@4.6581583	1	1	6423	5261	1	5741	1	1	5112	3595	5830	1	5109	5648	3968	5146	1	1	6880	1	1	1	1	1	4644	1	1	4565	1	1	1	1	5056	5894	1	1	1	1	1	1	1	1	1	1	1	4134	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4090	1	1	1	1	1	1	1	1	1	2841	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3197	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
809.5158@4.7037272	3343	3908	1	1	3608	1	1	1	1	1	1	1	1	1	1	1	1	1	7813	1	1	1	1	1	1	1	1	1	1	1	1	1	5044	1	1	1	1	1	1	1	1	1	1	1	1	8373	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7173	1	1	1	1	1	8197	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3423	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5061	5797
659.3652@4.715125	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3562	1	1	1	1	5692	1	7960	7483	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5627	5296	3307	4530	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
727.5499@4.712602	1	8553	1	1	8453	7354	1	5388	1	1	1	1	9480	1	15197	10735	10292	9747	20060	22398	1	6137	9461	11286	1	19559	10920	14545	6510	8005	1	9001	10290	1	5764	1	10676	7565	11321	6172	1	14874	9361	1	13188	11619	1	1	6753	4292	1	3873	1	1	9123	1	10438	17441	1	1	4194	1	1	4139	1	1	5607	8381	5882	9256	1	7899	1	1	1	4165	1	1	1	1	8922	8458	7032	1	5063	1	1	1	7999	9131	12894	1	24635	9046	17172	10879	3673	7238	5825	1	8188	5972	5870	1	8744	1	9917	6352	10134	1	14484	15604	16005	22748	18889	18564	6656	10787	7534	13815	1	8370	1	1	10244	12469	1	12038	10480	1	23268	1	19838	8659	1	23589	11741	12845	1	1	11292	1	1	11018
783.5017@4.7443748	1	1	2422	1	1	1	1	1	1	1	6953	6914	4607	3421	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3892	1	1	1	1	1	1	1	1	1	1	1	1	5365	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5151	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Deoxycholic acid glycine conjugate	13031	19129	20007	20629	34454	33170	38471	36599	23872	20204	1	1	17356	7129	7110	7337	23527	21339	24755	25393	45506	47516	12738	13922	12971	14763	1	1	1	1	1	1	6268	6774	11058	9912	10400	9091	1	1	1	1	1	1	70416	69853	1	1	7217	8045	15350	15823	15106	16714	17241	24401	28308	27352	30084	31702	1	1	1	5075	14173	19333	6922	6033	1	11014	23730	21401	39577	38799	1	1	1	1	1	1	8175	8035	23745	22433	11387	13043	9453	14764	8772	8614	8675	8256	1	8062	81545	77698	34160	35961	17287	17349	11122	7705	6542	5229	14314	12995	6265	6099	1	1	5746	1	1	1	13241	1	11277	13128	4998	5345	8008	10086	1	1	1	1	34529	36670	1	1	13034	13628	9008	1	6661	1	13664	13643	27909	25363	27194	28675	91703	87815
1013.5583@5.261	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6479	8000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3937	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
945.5688@5.266	1	1	1	1	1	1	1	1	1	1	5710	1	1	1	1	2753	1	1	5978	1	1	1	1	1	1	1	1	1	1	1	1	1	12030	9154	7198	1	1	1	1	1	1	1	1	1	1	4798	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5634	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6818	1	1	1	1	1	9321	1	6704	6643	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1123.5175@5.291281	6782	7221	1	6407	11373	11452	10215	10663	11202	6883	3928	5460	10264	10127	1	8590	21258	6292	1	1	1	5409	9916	1	1	12463	15681	9469	7060	15604	1	3342	13889	15062	17393	14052	10250	14418	1	10089	6023	1	9890	1	16345	8874	1	16181	14085	18665	3583	1	4935	7380	1	7497	5724	1	1	8564	6240	5248	16947	1	4882	11863	1	8417	11469	5778	6454	9945	1	8134	5972	1	1	3967	1	1	12351	1	1	11343	9251	5396	1	9241	1	9116	9749	5124	1	14916	4287	8868	11589	9402	14809	12343	8501	9669	11762	11041	1	1	9927	11165	9500	1	8930	1	7608	1	12025	14066	9354	1	6620	3406	1	12188	8572	10729	1	9758	9556	1	7386	3190	1	1	7039	1	1	4836	8908	1	1	3013	1	7466	8002	8688
922.5722@5.3097506	1	1	11520	10665	1	1	4695	1	9388	1	1	6956	1	9404	1	1	1	16891	7437	1	6241	8765	1	1	1	1	6158	1	1	1	1	1	4271	7009	1	5605	1	1	1	1	1	6241	6231	1	1	6435	1	1	1	1	1	1	1	1	1	1	1	1	1	4734	1	1	1	1	1	5969	1	4780	1	1	1	1	1	1	5513	1	1	1	1	1	1	1	1	1	8810	6259	4180	1	1	1	1	1	1	1	1	1	10858	1	8172	8012	1	1	1	1	4716	4439	1	1	1	1	1	1	4601	1	8939	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5428	1	1	1	1	1	1
791.5459@5.2894917	4816	1	90825	1	525067	7338	352788	274790	1	5190	1	640893	5230	1	557902	372121	1097740	8648	13621	12046	1	1	1	2306	1	1	8288	6766	8616	9972	1	1	10017	7881	10565	1	1	1	7021	10662	1	1	227849	1	5359	1	863464	1	605537	8202	1	4080	1	1	1	1	1	1	1	1	1	1	321861	1	1	1	1	390977	5711	4043	9139	4689	1	1	1	1	1	1	5710	1	1	6656	6029	4905	11784	1	1	1	1	286879	1	522479	1	1	1	1	1	1	557254	1	5219	490464	1	1	1	5976	7122	1	8802	1	1	282648	1	1	927668	1	6685	1	1	1	1	1	335325	4241	1	1	5142	9061	340047	1	1	1	1	1	1	524234	244627	427068	1	3790	310189	316000	1	436636
90.0318@5.3138895	1	1	1	1	1	11759	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15492	17425	1	20125	1	13365	1	1	16723	1	1	1	1	1	1	1	1	1	7585	16550	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35070	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/19:1(9Z))	6021	1	3469	1	1	3548	1	1	1	5199	1	6086	1	1	7549	3613	12736	6869	10814	1	1	1	12370	1	14372	17803	8365	8240	1	1	1	1	8300	1	6939	8873	45262	9439	29517	1	7543	1	4184	1	5329	9090	9021	12552	49101	33337	4366	7942	9003	14486	4924	1	1	1	1	1	31644	44054	17298	16905	12433	11167	14900	16756	11961	8980	17872	8857	1	1	1	1	1	9805	1	1	1	1	8337	1	1	20512	1	1	1	1	7330	7161	18652	25882	1	1	1	8325	8959	31296	1	6947	6983	1	5164	7778	1	1	29818	1	5249	4239	6442	1	11187	21624	50031	15499	1	1	1	7291	7315	8439	6614	9437	10918	14728	5889	1	1	5165	1	1	21985	23543	30578	18604	1	1	11772	1	1	4175
863.6012@5.3112993	1	1	7028	1	1	1	1	1	1	1	1	1	1	1	1	1	17896	3315	1	1	1	1	4802	1	1	1	1	1	1	1	1	1	16741	8987	1	1	1	8056	1	1	1	1	1	1	1	1	3147	1	3925	3053	1	1	1	1	1	1	1	1	1	1	1	1	5035	10667	1	1	1	1	4839	5553	3659	1	8658	1	1	1	1	1	1	1	4835	1	1	1	9449	7588	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4112	1	1	1	1	1	1	1	1	1	12271	12598	11873	4198	1	1	1	1	1	1	1	6189	1	8237	1	1	1	1	1	1	5737	3829	9267	11702	1	1	1	1	1	1
1003.5208@5.2873335	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4697	1	1	1	1	1	1	1	1	1	1	1	1	1	5920	5207	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
792.5477@5.308	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5413	1	1	1	1	1	1	1	1	1	1	1	1	1	6466	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1099.518@5.3500476	14340	4001	12315	13005	7648	7235	13480	5083	14416	10989	13241	1	15981	3416	12955	14619	4993	9975	21932	10355	12961	6188	13579	1	1	14739	3463	7013	9740	14648	12527	6271	3846	7277	6776	13000	1	4718	12511	1	10087	27121	13889	15485	7511	8346	12197	9812	10669	6621	4524	8137	4082	4678	12886	5275	7238	8055	5328	1	11289	9432	7722	7294	9437	16923	10504	9872	12662	2819	5798	8124	6737	6158	6655	12630	16038	8422	1	6906	7681	8635	11955	15186	13801	1	3589	9050	8175	11554	9177	1	6886	6689	6162	11375	8459	1	1	1	10369	8484	13145	23346	7390	5465	6994	8633	13696	1	6979	13112	1	1	5707	1	9374	5029	12368	9316	5635	8279	6067	5773	14999	15300	9740	17381	6822	10207	13888	5330	1	1	9525	12542	11980	15264	16827	1	10642	1	4708	15555
811.571@5.298981	1	10538	12819	10421	19660	1	7814	6698	2674	1	5908	1	1	1	10571	1	6626	1	7157	1	6477	7386	10330	6604	1	1	14493	1	1	1	1	1	13178	11159	1	1	14695	12080	1	1	1	1	7174	4977	1	5186	1	1	1	1	1	1	4020	1	10027	7146	10764	1	4094	1	1	1	5622	1	4284	1	1	1	1	3076	1	9442	9331	1	1	1	1	1	1	13175	1	4867	1	11354	1	1	13070	1	1	1	1	6252	1	1	18527	1	13478	1	6896	14337	1	1	17996	1	6564	1	14564	1	14526	1	1	17845	11361	1	1	1	1	1	1	1	1	1	1	10090	1	8435	1	7602	20357	1	1	1	1	1	1	9500	1	1	7671	1	1	1	1	1
977.516@5.2935	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5403	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4365	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
947.5834@5.309708	1	1	9842	1	1	1	1	1	1	1	1	1	1	1	5449	5752	1	3642	5301	1	1	1	1	1	1	1	5625	2787	2664	1	1	1	7688	1	1	3748	1	1	1	1	1	1	1	1	1	1	1	1	5628	1	1	1	1	7571	1	1	1	1	1	1	1	1	1	1	1	1	2291	1	1	1	1	1	1	1	1	1	1	1	4305	1	1	1	2892	1	3489	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6851	1	1	4044	1	1	1	1	1	1	1	1	1	6299	1	1	1	1	1	1	3706	1	3675	1	1	1	1	1	1	1	3590	1	4242	1	1	1	1	5308	1	1
791.5458@5.3160686	1	1	395642	1	1	1	1	1	8249	1	646821	1	1	1	1	1	1	15630	9929	1	1	1	1	1	9308	3992	1	11027	1	6068	1	1	9006	14354	1	12609	1	15883	1	1	1	1	1	7318	8074	1	1	13493	1	5536	428538	1	6989	8817	201271	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10348	5061	8202	4191	1	8246	8597	10619	759589	1	1	1	1	1	1	1	327204	1	1	561821	7717	1	641486	1	1	1	1	1	3290	13425	6372	9650	1	1	1	1	1	1	1	11159	708414	1	1	1	1	1	1	1	7025	11086	1	1	1	1	1	1	1	9555	1	1	1	1	1	1	1	143899	1
947.5846@5.3629093	1	1	6237	11757	1	1	1	1	6191	5595	1	3589	1	5178	4855	1	1	10778	10341	13259	1	1	1	1	3631	1	4026	1	1	2763	1	1	6673	11049	7448	8608	1	1	1	1	5272	1	1	1	5988	7882	1	1	1	1	1	4084	1	3864	1	1	1	1	1	1	1	1	1	5645	1	1	1	1	1	3819	9769	1	1	1	1	2855	1	4003	1	1	1	1	6372	5474	1	4398	1	1	1	1	1	1	1	1	1	1	5941	3504	1	1	1	1	1	1	3590	3932	1	6072	1	1	1	1	1	1	4842	1	1	5761	1	1	1	6221	1	1	1	3925	5926	5378	1	1	1	1	1	5029	1	1	1	1	1	1	1	2946	1	8104
811.571@5.376976	1	8435	1	5162	1	1	5961	1	10012	1	9167	1	1	1	8206	1	1	1	1	21736	1	1	29060	15412	1	1	1	1	13063	1	1	1	10690	1	1	9235	1	14293	7007	1	1	1	9666	1	1	1	1	1	11226	7672	1	1	1	1	1	1	13882	1	1	1	1	1	1	1	1	1	1	1	14113	1	1	1	1	1	1	1	13627	1	10363	1	1	1	1	15267	6303	5518	1	1	1	1	19043	1	1	1	13217	1	1	1	14253	1	1	1	1	1	15713	1	1	2582	1	1	1	19935	1	1	1	13672	8342	9458	1	11740	1	10076	1	4447	10292	17389	10705	1	1	1	1	1	15740	1	1	11947	1	22503	1	1	1	33084	1	1
911.5336@5.35	1	1	1	1	1	2720	1	1	1	1	1	1	1	1	2971	5228	1	1	1	1	1	1	1	1	1	7210	1	1	1	1	1	1	4099	3992	1	1	4257	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10614	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3123	1	1	1	1	1	1	5464	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4926	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1031.5302@5.3324347	1	16735	21699	1	11495	32641	9462	1	23734	1	6456	29966	5620	19090	29467	24038	1	16675	34848	18741	1	17258	13326	1	17890	19407	42037	15187	8026	16420	10497	4134	17081	7309	3326	13121	1	15471	1	1	1	9784	27434	4248	30404	30701	1	19615	1	1	1	8630	16332	1	15279	1	13383	6153	1	11385	14247	9764	1	13572	5594	21667	6326	26424	1	10705	12928	5679	1	29317	10678	1	1	25256	48278	1	23889	17473	14758	35793	1	1	9572	9349	28936	16675	24302	18479	6117	19179	9027	1	8768	9455	1	7440	4757	8530	9267	18053	7167	8607	40342	29431	13655	1	40010	15752	21531	13009	1	5365	22904	8310	1	9636	1	20777	12334	10350	33285	23335	1	10673	13942	20904	11949	1	5815	25689	1	12806	1	3388	1	35633	26754	29780	1	12947
1047.5052@5.357444	1	1	1	2477	1	1	1	1	1	1	1	1	3485	1	1	1	1	5505	1	1	1	1	3093	1	1	1	1	1	1	1	1	1	4481	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2994	1	1	1	1	1	1	1	1	1	4203	1	1	3224	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6102	1	1
989.5562@5.3562694	1	6318	8370	11622	9795	19552	1	7695	7981	15762	1	13914	9914	1	5955	20982	1	1	12687	14512	9904	1	1	1	5884	1	17061	1	8649	1	6304	1	25924	17460	16026	1	17281	10069	9639	1	3057	3869	12151	5462	1	1	9019	6271	7813	14496	11032	1	9598	8910	14041	10615	14150	1	1	1	1	1	8109	11250	1	12060	8100	1	1	12007	4227	11833	1	1	1	15295	14569	3500	9160	1	1	1	6888	10585	6739	10578	1	14172	6926	7969	1	10702	9202	6667	1	3324	1	7319	16075	20867	18648	1	1	3330	1	1	1	12457	1	1	5384	1	1	6134	13373	9978	1	1	1	4096	1	1	9603	1	7529	8398	10393	11865	21397	1	1	7454	1	3697	9588	9471	11557	7883	4767	10202	11466	1	6088	6800
767.5447@5.3589563	953301	19155	1	1381137	15980	265834	17277	1	961648	1	34146	8320	17777	22502	30177	28512	10966	1630406	15510	22427	12057	14401	13198	12581	14058	25673	12247	13015	14968	13348	10927	1	17052	1366238	9931	9707	6525	12090	1	371579	1	13298	10872	10103	8375	11798	9839	1	10931	375708	4336	1	1	12627	867880	4596	8221	8142	9395	6141	10886	1	11703	5664	18789	935538	7595	10900	5300	8756	7011	6794	856639	17233	7088	9636	19475	1319680	669381	9942	859309	6211	952784	10037	1	6962	5191	10559	8368	3960	732384	15170	516714	223648	8472	9748	1	4391	1154048	9283	1	1	15238	8895	176472	7834	28292	1	11981	1	10094	9018	1	1	10309	8922	1	1	6449	7544	1	12868	1	1	13657	1	1	13404	18481	10936	9715	1	9149	589364	1	7099	1	1	9370	8606	1	1132703	590775	209494
963.5421@5.333556	1	1	47321	28780	1	1	17720	8143	75891	11895	81276	87001	32266	35588	58856	1	1	56120	25306	1	28770	57442	1	11216	1	1	36319	1	64404	25671	20730	21272	23598	1	1	13371	1	1	24539	42271	1	39678	16047	17899	1	1	20260	1	1	1	29455	12033	31598	35469	58173	1	11414	25264	6354	21328	27438	19850	1	34622	1	1	24827	25999	11146	1	1	5423	1	43802	19865	14207	67717	1	35551	33769	14867	43103	1	23633	1	1	19988	1	27023	29333	1	1	1	12932	1	21598	41602	13716	34744	23768	1	56908	1	42305	4023	15620	42147	1	19272	1	16794	13153	1	1	1	32410	16875	1	1	19028	36886	16633	1	27843	1	1	21566	1	88454	39138	21149	1	1	1	8539	1	1	1	31307	29714	42933	32652	63117	25913
813.5875@5.3887506	1	1	1	1	8003	1	5414	1	1	1	8897	1	1	1	3481	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9673	1	1	1	1	1	1	1	6575	1	5706	1	1	1	5334	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5955	1	1	1	1	4783	1	1	1	1	1	5629	1	7423	1	1	4987	1	1	1	1	1	1	1	1	1	3969	1	2726	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8826	1	1	1	1	5403	1	1	1	1	6332	11967	4003	1	1	1	1	1	1	1	1	1	1	1
1125.531@5.3422856	1	1	1	1	1	1	1	2507	1	1	1	1	1	1	1	1	1	1	2752	1	1	1	1	1	1	1	5315	1	1	1	1	1	6614	1	6587	1	1	1	1	1	1	1	1	1	1	1	1	1	5604	1	1	1	1	1	1	1	1	1	1	1	1	2259	1	1	1	3488	1	1	1	1	1	1	1	1	1	1	1	1	1	3672	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3440	1	1	5114	1	4960	3093	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2414	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
987.5421@5.3156185	1	6954	1	9726	1	1	13852	7204	4418	1	1	1	1	15836	1	20037	1	1	27067	1	1	7997	1	1	15493	1	1	6394	1	18560	7270	1	4277	1	1	1	1	1	1	1	1	1	1	6168	1	21860	24642	1	14417	3659	3381	1	1	12183	10928	9181	1	4756	1	6937	27059	4222	1	1	1	14090	1	1	16422	1	9373	1	1	1	18298	1	1	13110	19673	7594	1	1	1	1	13282	1	14972	1	1	1	1	1	12816	1	19412	1	1	1	32479	1	1	19967	1	1	8876	1	1	1	1	1	1	1	11561	1	1	17379	1	1	1	11256	1	24389	1	1	1	5275	29585	1	1	13277	10204	1	1	1	27766	1	10482	1	6915	10955	1	5875	9676	1
898.5733@5.4025	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7150	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10274	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7641	1	1	1	1	1	1	1	1	4493	1	7712	1	1	1	1	1	1	1	1	1	4235	1	1	1	1	1	1	1	1
1015.5721@5.3576922	1	1	1	3930	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6261	7162	2682	1	1	1	1	1	1	1	1	1	1	1	4944	3786	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3356	2429	1	1	1	1	1	1	1	1	1	1	1	1	1	2410	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7466	5344	7189	3143	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
881.6109@5.4161086	10107	1	1	8830	1	14821	1	1	12440	1	1	1	1	15965	15268	11162	1	30045	7472	22841	8555	1	5942	1	1	1	1	9293	7543	1	3710	1	22265	13388	1	10533	1	8433	1	1	1	1	1	1	1	1	1	6348	9869	1	1	5158	1	1	1	1	5116	1	10898	7780	3521	4990	1	1	11478	5542	5584	1	4740	1	1	1	4483	1	6172	8672	1	7163	1	4242	1	8119	10470	1	10264	7369	1	4331	4240	1	1	1	1	1	3520	1	1	1	15198	15539	9729	8011	1	4074	8599	1	17028	13572	11664	1	1	1	1	1	1	11603	1	11700	6195	1	1	5963	1	5300	4884	5782	7921	7806	7519	5621	1	5933	12357	7135	5421	1	8518	7330	6837	4328	6145	8736	12236	1
1059.56@5.406391	4340	2198	10213	14659	9911	8501	1	1	3516	4566	6927	3507	2964	4872	5107	7282	6693	7497	5848	5197	1	1	1	1	1	1	2720	5195	1	8372	1	1	4524	5472	6008	2846	6462	1	1	1	5537	3637	1	6983	6453	3119	1	1	1	1	5698	1	1	1	5036	1	5294	2752	3646	1	1	1	1	1	1	1	1	1	4614	1	4904	1	1	3755	1	2359	6775	5413	2259	1	1	1	5668	5963	1	1	3283	5307	3540	2404	1	1	3903	2807	1	5010	1	1	1	6732	3931	7224	4025	6444	1	1	1	3457	1	1	2220	6579	1	2684	5835	1	1	1	1	1	3155	5061	1	5180	1	1	2574	1	5900	3596	4039	4121	4210	1	1	1	1	1	1	1	4849	6076	11190	1
948.5861@5.3494997	1	1	1	1	3428	1	1	1	1	1	1	1	1	1	1	1	1	4156	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4041	3879	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
